congress,congress_year,majority_requirement,modify_date,question,session,vote_date,vote_document_text,vote_number,vote_question_text,vote_result,vote_result_text,vote_title,absent,amendment_number,amendment_purpose,amendment_to_amendment_number,amendment_to_document_number,amendment_to_document_short_title,by_whom,document_congress,document_name,document_number,document_short_title,document_title,document_type,nays,present,tie_breaker_vote,yeas,first_name,last_name,lis_member_id,member_full,party,state,vote_cast
109,2005,3/5,-,On the Motion,1,November 17  2005   09:50 PM,To amend the Internal Revenue Code of 1986 to impose a temporary windfall profit tax on crude oil and to use the proceeds of the tax collected to provide a nonrefundable tax credit of $100 for every personal exemption claimed for taxable years beginning in 2005.,341,On the Motion (Motion to Waive CBA Re: Schumer Amdt. No. 2635),Motion Rejected,Motion Rejected (33-65  3/5 majority required),Motion to Waive CBA Re: Schumer Amdt. No. 2635,2,S.Amdt. 2635,To amend the Internal Revenue Code of 1986 to impose a temporary windfall profit tax on crude oil and to use the proceeds of the tax collected to provide a nonrefundable tax credit of $100 for every personal exemption claimed for taxable years beginning in 2005.,-,S. 2020,Tax Relief Act of 2005,-,-,-,-,-,-,-,65,-,-,33,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,3/5,-,On the Motion,1,November 17  2005   10:12 PM,To amend title XVIII of the Social Security Act to provide extended and additional protection to Medicare beneficiaries who enroll for the Medicare prescription drug benefit during 2006.,342,On the Motion (Motion to Waive CBA Nelson Amdt. No. 2601),Motion Rejected,Motion Rejected (51-47  3/5 majority required),Motion to Waive CBA Nelson Amdt. No. 2601,2,S.Amdt. 2601,To amend title XVIII of the Social Security Act to provide extended and additional protection to Medicare beneficiaries who enroll for the Medicare prescription drug benefit during 2006.,-,S. 2020,Tax Relief Act of 2005,-,-,-,-,-,-,-,47,-,-,51,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,3/5,-,On the Motion,1,November 17  2005   10:41 PM,To provide an additional $500 000 000 for each of fiscal years 2006 through 2010  to be used for readjustment counseling  related mental health services  and treatment and rehabilitative services for veterans with mental illness  post-traumatic stress disorder  or substance use disorder.,343,On the Motion (Motion to Waive CBA Boxer Amdt. No. 2634),Motion Rejected,Motion Rejected (43-55  3/5 majority required),Motion to Waive CBA Boxer Amdt. No. 2634,2,S.Amdt. 2634,To provide an additional $500 000 000 for each of fiscal years 2006 through 2010  to be used for readjustment counseling  related mental health services  and treatment and rehabilitative services for veterans with mental illness  post-traumatic stress disorder  or substance use disorder.,-,S. 2020,Tax Relief Act of 2005,-,-,-,-,-,-,-,55,-,-,43,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,3/5,-,On the Motion,1,November 17  2005   11:00 PM,To accelerate marriage penalty relief for the earned income tax credit  to extend the election to include combat pay in earned income  and to make modifications of effective dates of leasing provisions of the American Jobs Creation Act of 2004.,344,On the Motion (Motion to Waive CBA Kerry Amdt. No. 2616),Motion Rejected,Motion Rejected (55-43  3/5 majority required),Motion to Waive CBA Kerry Amdt. No. 2616,2,S.Amdt. 2616,To accelerate marriage penalty relief for the earned income tax credit  to extend the election to include combat pay in earned income  and to make modifications of effective dates of leasing provisions of the American Jobs Creation Act of 2004.,-,S. 2020,Tax Relief Act of 2005,-,-,-,-,-,-,-,43,-,-,55,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,3/5,-,On the Motion,1,November 17  2005   11:20 PM,To allow a refundable tax credit for the energy costs of farmers and ranchers  and to modify the foreign tax credit rules applicable to dual capacity taxpayers.,345,On the Motion (Motion to Waive CBA Dayton Amdt. No. 2629),Motion Rejected,Motion Rejected (47-51  3/5 majority required),Motion to Waive CBA Dayton Amdt. No. 2629,2,S.Amdt. 2629,To allow a refundable tax credit for the energy costs of farmers and ranchers  and to modify the foreign tax credit rules applicable to dual capacity taxpayers.,-,S. 2020,Tax Relief Act of 2005,-,-,-,-,-,-,-,51,-,-,47,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,3/5,-,On the Motion,1,November 17  2005   11:38 PM,To amend the Internal Revenue Code of 1986 to restore the phaseout of personal exemptions and the overall limitation on itemized deductions and to modify the income threshold used to calculate the refundable portion of the child tax credit.,346,On the Motion (Motion to Waive CBA Harkin Amdt. No. 2665),Motion Rejected,Motion Rejected (42-56  3/5 majority required),Motion to Waive CBA Harkin Amdt. No. 2665,2,S.Amdt. 2665,To amend the Internal Revenue Code of 1986 to restore the phaseout of personal exemptions and the overall limitation on itemized deductions and to modify the income threshold used to calculate the refundable portion of the child tax credit.,-,S. 2020,Tax Relief Act of 2005,-,-,-,-,-,-,-,56,-,-,42,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On Passage of the Bill,1,November 18  2005   12:05 AM,An original bill to provide for reconciliation pursuant to section 202(b) of the concurrent resolution on the budget for fiscal year 2006.,347,On Passage of the Bill S. 2020,Bill Passed,Bill Passed (64-33),S. 2020  As Amended,3,-,No Statement of Purpose on File.,-,-,-,-,-,S. 2020,2020,Tax Relief Act of 2005,An original bill to provide for reconciliation pursuant to section 202(b) of the concurrent resolution on the budget for fiscal year 2006.,S.,33,-,-,64,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,1/2,-,On the Amendment,1,November 18  2005   09:37 AM,To increase the amount appropriated to carry out under the Community Services Block Grant Act.,348,On the Amendment S.Amdt. 2672 to H.J.Res. 72 (No short title on file),Amendment Rejected,Amendment Rejected (46-50),Harkin Amdt. No. 2672,4,S.Amdt. 2672,To increase the amount appropriated to carry out under the Community Services Block Grant Act.,-,H.J.Res. 72,No short title on file,-,-,-,-,-,-,-,50,-,-,46,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Motion,1,November 18  2005   11:27 AM,A bill making appropriations for the Departments of Labor  Health and Human Services  and Education  and Related Agencies for the fiscal year ending September 30  2006  and for other purposes.,349,On the Motion (Specter Motion to Instruct Conferees Re: H.R. 3010),Motion Agreed to,Motion Agreed to (66-28),Specter Motion to Instruct Conferees Re: H.R. 3010,6,-,No Statement of Purpose on File.,-,-,-,-,-,H.R. 3010,3010,Departments of Labor  Health and Human Services  and Education  and Related Agencies Appropriations Act  2006,A bill making appropriations for the Departments of Labor  Health and Human Services  and Education  and Related Agencies for the fiscal year ending September 30  2006  and for other purposes.,H.R.,28,-,-,66,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Motion,1,November 18  2005   11:55 AM,A bill making appropriations for the Departments of Labor  Health and Human Services  and Education  and Related Agencies for the fiscal year ending September 30  2006  and for other purposes.,350,On the Motion (Durbin Motion to Instruct Conferees Re: H.R. 3010),Motion Agreed to,Motion Agreed to (58-36),Durbin Motion to Instruct Conferees Re: H.R. 3010,6,-,No Statement of Purpose on File.,-,-,-,-,-,H.R. 3010,3010,Departments of Labor  Health and Human Services  and Education  and Related Agencies Appropriations Act  2006,A bill making appropriations for the Departments of Labor  Health and Human Services  and Education  and Related Agencies for the fiscal year ending September 30  2006  and for other purposes.,H.R.,36,-,-,58,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Motion,1,December 14  2005   11:54 AM,An original bill to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).,351,On the Motion (Carper Motion to Instruct Conferees on S. 1932),Motion Agreed to,Motion Agreed to (64-27),Carper Motion to Instruct Conferees on S. 1932,9,-,No Statement of Purpose on File.,-,-,-,-,-,S. 1932,1932,Deficit Reduction Act of 2005,An original bill to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).,S.,27,-,-,64,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Motion,1,December 14  2005   12:23 PM,An original bill to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).,352,On the Motion (Baucus Motion to Instruct Conferees on S. 1932),Motion Agreed to,Motion Agreed to (75-16),Baucus Motion to Instruct Conferees on S. 1932,9,-,No Statement of Purpose on File.,-,-,-,-,-,S. 1932,1932,Deficit Reduction Act of 2005,An original bill to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).,S.,16,-,-,75,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Motion,1,December 14  2005   12:50 PM,An original bill to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).,353,On the Motion (Harkin Motion To Instruct Conferees on S. 1932),Motion Agreed to,Motion Agreed to (66-26),Harkin Motion To Instruct Conferees on S. 1932,8,-,No Statement of Purpose on File.,-,-,-,-,-,S. 1932,1932,Deficit Reduction Act of 2005,An original bill to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).,S.,26,-,-,66,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Motion,1,December 15  2005   03:36 PM,An original bill to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).,354,On the Motion (Dewine Motion to Instruct Conferees on S. 1932),Motion Agreed to,Motion Agreed to (71-20),Dewine Motion to Instruct Conferees on S. 1932,9,-,No Statement of Purpose on File.,-,-,-,-,-,S. 1932,1932,Deficit Reduction Act of 2005,An original bill to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).,S.,20,-,-,71,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Motion,1,December 15  2005   04:11 PM,An original bill to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).,355,On the Motion (Kohl Motion to Instruct Conferees on S. 1932),Motion Agreed to,Motion Agreed to (75-16),Kohl Motion to Instruct Conferees on S. 1932,9,-,No Statement of Purpose on File.,-,-,-,-,-,S. 1932,1932,Deficit Reduction Act of 2005,An original bill to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).,S.,16,-,-,75,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Motion,1,December 15  2005   04:29 PM,An original bill to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).,356,On the Motion (Kennedy Motion to Instruct Conferees on S. 1932),Motion Agreed to,Motion Agreed to (83-8),Kennedy Motion to Instruct Conferees on S. 1932,9,-,No Statement of Purpose on File.,-,-,-,-,-,S. 1932,1932,Deficit Reduction Act of 2005,An original bill to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).,S.,8,-,-,83,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Motion,1,December 15  2005   04:49 PM,An original bill to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).,357,On the Motion (Reed Motion to Instruct Conferees on S. 1932),Motion Agreed to,Motion Agreed to (63-28),Reed Motion to Instruct Conferees on S. 1932,9,-,No Statement of Purpose on File.,-,-,-,-,-,S. 1932,1932,Deficit Reduction Act of 2005,An original bill to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).,S.,28,-,-,63,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,3/5,-,On the Cloture Motion,1,December 16  2005   11:54 AM,A bill to extend and modify authorities needed to combat terrorism  and for other purposes.,358,On the Cloture Motion H.R. 3199,Cloture Motion Rejected,Cloture Motion Rejected (52-47  3/5 majority required),Motion to Invoke Cloture on the Conference to Accompany H.R. 3199,1,-,No Statement of Purpose on File.,-,-,-,-,-,H.R. 3199,3199,USA PATRIOT Improvement and Reauthorization Act of 2005,A bill to extend and modify authorities needed to combat terrorism  and for other purposes.,H.R.,47,-,-,52,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,1/2,-,On the Motion to Proceed,1,December 19  2005   05:23 PM,A bill making appropriations for the Department of Defense for the fiscal year ending September 30  2006  and for other purposes.,359,On the Motion to Proceed H.R. 2863,Motion to Proceed Agreed to,Motion to Proceed Agreed to (94-1),Motion to Proceed to the Conference Report to Accompany H.R. 2863,5,-,No Statement of Purpose on File.,-,-,-,-,-,H.R. 2863,2863,Department of Defense  Emergency Supplemental Appropriations to Address Hurricanes in the Gulf of Mexico  and Pandemic Influenza Act  2006,A bill making appropriations for the Department of Defense for the fiscal year ending September 30  2006  and for other purposes.,H.R.,1,-,-,94,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Motion to Proceed,1,December 19  2005   05:53 PM,To authorize appropriations for fiscal year 2006 for military activities of the Department of Defense  for military construction  and for defense activities of the Department of Energy  to prescribe military personnel strengths for such fiscal year.,360,On the Motion to Proceed H.R. 1815,Motion to Proceed Agreed to,Motion to Proceed Agreed to (95-0),Motion to Proceed to Conference Report to Accompany H.R. 1815,5,-,No Statement of Purpose on File.,-,-,-,-,-,H.R. 1815,1815,National Defense Authorization Act for Fiscal Year 2006,To authorize appropriations for fiscal year 2006 for military activities of the Department of Defense  for military construction  and for defense activities of the Department of Energy  to prescribe military personnel strengths for such fiscal year.,H.R.,0,-,-,95,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Motion to Proceed,1,December 19  2005   06:15 PM,An original bill to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).,361,On the Motion to Proceed S. 1932,Motion to Proceed Agreed to,Motion to Proceed Agreed to (86-9),Motion to Proceed to Conference Report to Accompany S. 1932,5,-,No Statement of Purpose on File.,-,-,-,-,-,S. 1932,1932,Deficit Reduction Act of 2005,An original bill to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).,S.,9,-,-,86,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,3/5,-,On the Motion,1,December 21  2005   09:49 AM,An original bill to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).,362,On the Motion (Motion to Waive CBA (Sects. 313(b)(1)(A) and 313(b)(1)(D)) Re: Conference Report to Accompany S. 1932),Motion Rejected,Motion Rejected (52-48  3/5 majority required),Motion to Waive CBA (Sects. 313(b)(1)(A) and 313(b)(1)(D)) Re: Conference Report to Accompany S. 1932,-,-,No Statement of Purpose on File.,-,-,-,-,-,S. 1932,1932,Deficit Reduction Act of 2005,An original bill to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).,S.,48,-,-,52,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,1/2,-,On the Motion,1,December 21  2005   10:14 AM,An original bill to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).,363,On the Motion (Motion to Concur in House Amdt. To S. 1932  With an Amdt.),Motion Agreed to,Motion Agreed to (50-50  Vice President voted Yea),Motion to Concur in House Amdt. To S. 1932  With an Amdt.,-,-,No Statement of Purpose on File.,-,-,-,Vice President,-,S. 1932,1932,Deficit Reduction Act of 2005,An original bill to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).,S.,50,-,Yea,50,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,3/5,-,On the Cloture Motion,1,December 21  2005   12:08 PM,A bill making appropriations for the Department of Defense for the fiscal year ending September 30  2006  and for other purposes.,364,On the Cloture Motion H.R. 2863,Cloture Motion Rejected,Cloture Motion Rejected (56-44  3/5 majority required),Motion to Invoke Cloture on the Conference Report to Accompany H.R. 2863,-,-,No Statement of Purpose on File.,-,-,-,-,-,H.R. 2863,2863,Department of Defense  Emergency Supplemental Appropriations to Address Hurricanes in the Gulf of Mexico  and Pandemic Influenza Act  2006,A bill making appropriations for the Department of Defense for the fiscal year ending September 30  2006  and for other purposes.,H.R.,44,-,-,56,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,1/2,-,On the Concurrent Resolution,1,December 21  2005   09:31 PM,A concurrent resolution correcting the enrollment of H.R. 2863.,365,On the Concurrent Resolution S.Con.Res. 74,Concurrent Resolution Agreed to,Concurrent Resolution Agreed to (48-45),S. Con. Res. 74,7,-,No Statement of Purpose on File.,-,-,-,-,-,S.Con.Res. 74,74,-,A concurrent resolution correcting the enrollment of H.R. 2863.,S.Con.Res.,45,-,-,48,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Conference Report,1,December 21  2005   09:57 PM,A bill making appropriations for the Department of Defense for the fiscal year ending September 30  2006  and for other purposes.,366,On the Conference Report H.R. 2863,Conference Report Agreed to,Conference Report Agreed to (93-0),H.R. 2863 Conference Report,7,-,No Statement of Purpose on File.,-,-,-,-,-,H.R. 2863,2863,Department of Defense  Emergency Supplemental Appropriations to Address Hurricanes in the Gulf of Mexico  and Pandemic Influenza Act  2006,A bill making appropriations for the Department of Defense for the fiscal year ending September 30  2006  and for other purposes.,H.R.,0,-,-,93,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2006,3/5,-,On the Cloture Motion,2,January 30  2006   04:40 PM,Samuel A. Alito  Jr.  of New Jersey  to be an Associate Justice of the Supreme Court of the United States,1,On the Cloture Motion PN1059,Cloture Motion Agreed to,Cloture Motion Agreed to (72-25  3/5 majority required),Motion to Invoke Cloture On The Nomination of Samuel A. Alito  Jr. of New Jersey  To Be An Associate Justice Of The Supreme Court,3,-,No Statement of Purpose on File.,-,-,-,-,-,PN1059,1059,-,Samuel A. Alito  Jr.  of New Jersey  to be an Associate Justice of the Supreme Court of the United States,PN,25,-,-,72,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2006,1/2,January 8  2010   12:28 PM,On the Nomination,2,January 31  2006   11:01 AM,Samuel A. Alito  Jr.  of New Jersey  to be an Associate Justice of the Supreme Court of the United States,2,On the Nomination PN1059,Nomination Confirmed,Nomination Confirmed (58-42),Confirmation Samuel A. Alito  Jr.  of New Jersey  to be an Associate Justice,-,-,No Statement of Purpose on File.,-,-,-,-,109,PN1059,1059,-,Samuel A. Alito  Jr.  of New Jersey  to be an Associate Justice of the Supreme Court of the United States,PN,42,-,-,58,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2006,3/5,-,On the Motion,2,February 2  2006   06:45 PM,To provide revenue provisions.,3,On the Motion (Motion to Waive CBA Conrad Amdt. No. 2729),Motion Rejected,Motion Rejected (44-52  3/5 majority required),Motion to Waive CBA Conrad Amdt. No. 2729,4,S.Amdt. 2729,To provide revenue provisions.,S.Amdt. 2707,H.R. 4297,Tax Increase Prevention and Reconciliation Act of 2005,-,-,-,-,-,-,-,52,-,-,44,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2006,1/2,-,On the Amendment,2,February 2  2006   07:16 PM,To express the sense of the Senate regarding the Medicare part D prescription drug program.,4,On the Amendment S.Amdt. 2731 to S.Amdt. 2707 to H.R. 4297 (Tax Increase Prevention and Reconciliation Act of 2005),Amendment Rejected,Amendment Rejected (42-54),Grassley Amdt. No. 2731,4,S.Amdt. 2731,To express the sense of the Senate regarding the Medicare part D prescription drug program.,S.Amdt. 2707,H.R. 4297,Tax Increase Prevention and Reconciliation Act of 2005,-,-,-,-,-,-,-,54,-,-,42,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2006,3/5,-,On the Motion,2,February 2  2006   07:34 PM,To provide for necessary beneficiary protections in order to ensure access to coverage under the Medicare part D prescription drug program.,5,On the Motion (Motion to Waive CBA Re: Nelson (FL) Amdt. No. 2730),Motion Rejected,Motion Rejected (52-45  3/5 majority required),Motion to Waive CBA Re: Nelson (FL) Amdt. No. 2730,3,S.Amdt. 2730,To provide for necessary beneficiary protections in order to ensure access to coverage under the Medicare part D prescription drug program.,S.Amdt. 2707,H.R. 4297,Tax Increase Prevention and Reconciliation Act of 2005,-,-,-,-,-,-,-,45,-,-,52,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2006,3/5,-,On the Motion,2,February 2  2006   07:51 PM,To establish a congressional commission to examine the Federal  State  and local response to the devastation wrought by Hurricane Katrina in the Gulf Region of the United States especially in the States of Louisiana  Mississippi  Alabama  and other areas impacted in the aftermath and make immediate corrective measures to improve such responses in the future.,6,On the Motion (Motion to Waive CBA Clinton Amdt. No. 2716),Motion Rejected,Motion Rejected (44-53  3/5 majority required),Motion to Waive CBA Clinton Amdt. No. 2716,3,S.Amdt. 2716,To establish a congressional commission to examine the Federal  State  and local response to the devastation wrought by Hurricane Katrina in the Gulf Region of the United States especially in the States of Louisiana  Mississippi  Alabama  and other areas impacted in the aftermath and make immediate corrective measures to improve such responses in the future.,S.Amdt. 2707,H.R. 4297,Tax Increase Prevention and Reconciliation Act of 2005,-,-,-,-,-,-,-,53,-,-,44,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2006,3/5,-,On the Motion,2,February 2  2006   08:37 PM,To support the health needs of our veterans and military personnel and reduce the deficit by making tax rates fairer for all Americans.,7,On the Motion (Motion to Waive CBA Dodd Amdt. No. 2735),Motion Rejected,Motion Rejected (44-53  3/5 majority required),Motion to Waive CBA Dodd Amdt. No. 2735,3,S.Amdt. 2735,To support the health needs of our veterans and military personnel and reduce the deficit by making tax rates fairer for all Americans.,S.Amdt. 2707,H.R. 4297,Tax Increase Prevention and Reconciliation Act of 2005,-,-,-,-,-,-,-,53,-,-,44,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2006,3/5,-,On the Motion,2,February 2  2006   08:59 PM,To strengthen America's military  to repeal the extension of tax rates for capital gains and dividends  to reduce the deficit  and for other purposes.,8,On the Motion (Motion to Waive CBA Reed Amdt. No. 2737),Motion Rejected,Motion Rejected (44-53  3/5 majority required),Motion to Waive CBA Reed Amdt. No. 2737,3,S.Amdt. 2737,To strengthen America's military  to repeal the extension of tax rates for capital gains and dividends  to reduce the deficit  and for other purposes.,S.Amdt. 2707,H.R. 4297,Tax Increase Prevention and Reconciliation Act of 2005,-,-,-,-,-,-,-,53,-,-,44,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2006,1/2,-,On the Amendment,2,February 2  2006   09:19 PM,To express the sense of the Senate that protecting middle-class families from the alternative minimum tax should be a higher priority for Congress in 2006 than extending a tax cut that does not expire until the end of 2008.,9,On the Amendment S.Amdt. 2705 to S.Amdt. 2707 to H.R. 4297 (Tax Increase Prevention and Reconciliation Act of 2005),Amendment Agreed to,Amendment Agreed to (73-24),Menendez Amdt. No. 2705,3,S.Amdt. 2705,To express the sense of the Senate that protecting middle-class families from the alternative minimum tax should be a higher priority for Congress in 2006 than extending a tax cut that does not expire until the end of 2008.,S.Amdt. 2707,H.R. 4297,Tax Increase Prevention and Reconciliation Act of 2005,-,-,-,-,-,-,-,24,-,-,73,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2006,1/2,-,On Passage of the Bill,2,February 2  2006   09:42 PM,A bill to provide for reconciliation pursuant to section 201(b) of the concurrent resolution on the budget for fiscal year 2006.,10,On Passage of the Bill H.R. 4297,Bill Passed,Bill Passed (66-31),H.R. 4297 As Amended,3,-,No Statement of Purpose on File.,-,-,-,-,-,H.R. 4297,4297,Tax Increase Prevention and Reconciliation Act of 2005,A bill to provide for reconciliation pursuant to section 201(b) of the concurrent resolution on the budget for fiscal year 2006.,H.R.,31,-,-,66,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2006,1/2,-,On Passage of the Bill,2,February 2  2006   10:02 PM,A bill to amend the USA PATRIOT ACT to extend the sunset of certain provisions of such Act.,11,On Passage of the Bill H.R. 4659,Bill Passed,Bill Passed (95-1),H.R. 4659,4,-,No Statement of Purpose on File.,-,-,-,-,-,H.R. 4659,4659,-,A bill to amend the USA PATRIOT ACT to extend the sunset of certain provisions of such Act.,H.R.,1,-,-,95,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2006,3/5,-,On Cloture on the Motion to Proceed,2,February 7  2006   06:13 PM,A bill to create a fair and efficient system to resolve claims of victims for bodily injury caused by asbestos exposure  and for other purposes.,12,On Cloture on the Motion to Proceed S. 852,Cloture on the Motion to Proceed Agreed to,Cloture on the Motion to Proceed Agreed to (98-1  3/5 majority required),Motion to Invoke Cloture on the Motion to Proceed to Consider S. 852,1,-,No Statement of Purpose on File.,-,-,-,-,-,S. 852,852,Fairness in Asbestos Injury Resolution Act of 2005,A bill to create a fair and efficient system to resolve claims of victims for bodily injury caused by asbestos exposure  and for other purposes.,S.,1,-,-,98,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2006,1/2,-,On the Motion to Table,2,February 9  2006   05:02 PM,To provide a new system by which to resolve claims for bodily injury caused by asbestos exposure  and for other purposes.,13,On the Motion to Table S.Amdt. 2748 to S. 852 (Fairness in Asbestos Injury Resolution Act of 2005),Motion to Table Agreed to,Motion to Table Agreed to (70-27),Motion to Table Cornyn Amdt. No. 2748,3,S.Amdt. 2748,To provide a new system by which to resolve claims for bodily injury caused by asbestos exposure  and for other purposes.,-,S. 852,Fairness in Asbestos Injury Resolution Act of 2005,-,-,-,-,-,-,-,27,-,-,70,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2006,1/2,-,On the Motion,2,February 13  2006   08:04 PM,A bill to provide for reconciliation pursuant to section 201(b) of the concurrent resolution on the budget for fiscal year 2006.,14,On the Motion (Grassley Motion to Instruct Conferees on H.R. 4297 Re: Veterans),Motion Agreed to,Motion Agreed to (92-0),Grassley Motion to Instruct Conferees on H.R. 4297 Re: Veterans,8,-,No Statement of Purpose on File.,-,-,-,-,-,H.R. 4297,4297,Tax Increase Prevention and Reconciliation Act of 2005,A bill to provide for reconciliation pursuant to section 201(b) of the concurrent resolution on the budget for fiscal year 2006.,H.R.,0,-,-,92,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2006,1/2,-,On the Motion,2,February 13  2006   08:45 PM,A bill to provide for reconciliation pursuant to section 201(b) of the concurrent resolution on the budget for fiscal year 2006.,15,On the Motion (Dodd Motion to Instruct Conferees on H.R. 4297 Re: Veterans),Motion Rejected,Motion Rejected (40-53),Dodd Motion to Instruct Conferees on H.R. 4297 Re: Veterans,7,-,No Statement of Purpose on File.,-,-,-,-,-,H.R. 4297,4297,Tax Increase Prevention and Reconciliation Act of 2005,A bill to provide for reconciliation pursuant to section 201(b) of the concurrent resolution on the budget for fiscal year 2006.,H.R.,53,-,-,40,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2006,1/2,-,On the Motion,2,February 14  2006   10:04 AM,A bill to provide for reconciliation pursuant to section 201(b) of the concurrent resolution on the budget for fiscal year 2006.,16,On the Motion (Grassley Motion to Instruct Conferees on H.R. 4297 Re: AMT/Capital Gains),Motion Agreed to,Motion Agreed to (53-47),Grassley Motion to Instruct Conferees on H.R. 4297 Re: AMT/Capital Gains,-,-,No Statement of Purpose on File.,-,-,-,-,-,H.R. 4297,4297,Tax Increase Prevention and Reconciliation Act of 2005,A bill to provide for reconciliation pursuant to section 201(b) of the concurrent resolution on the budget for fiscal year 2006.,H.R.,47,-,-,53,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
